,business_id,name,address,city,state,postal_code,latitude,longitude,stars,is_open,operation_years,American,Mexican,Italian,Japanese,Chinese,Thai,Mediterranean,French,Vietnamese,Greek,Indian,Korean,Hawaiian,African,Spanish,Middle_eastern,Other,age,review_count_16_19,review_normalized,pos,neg,neutral,pos_norm,neg_norm,neutral_norm,bi_goodfood_text,bi_goodloc_text,bi_bad_text,Delivery,RestaurantsPriceRange2,OutdoorSeating,HasTV,Touristy,Hipster,Romantic,Divey,Intimate,Trendy,Upscale,Classy,Casual,Alc_None_served,Alc_beer_and_wine,Alc_full_bar,open_breakfast,open_lunch,open_dinner,open_hours_meals,displayed_open_hours
818,kDnoLkijSwhK0c2xJJQvew,Larry's Giant Subs,"5030 Hwy 290 W, Ste 550",Austin,TX,78735,30.2361423211,-97.8215457294,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,26,2.36,15.0,11.0,0.0,1.36,1.0,0.0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
819,H3JSxaicILx_ek3IaksjzQ,Gatti's Pizza,1555 Bastrop Hwy,Austin,TX,78742,30.221813,-97.674099,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,36,3.27,1.0,33.0,2.0,0.09,3.0,0.18,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
820,Tv0_XqTtO3kcnbqGrgLPJQ,Stony's Pizza,96 Rainey St,Austin,TX,78701,30.2608129,-97.7382116,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,41,3.42,30.0,9.0,2.0,2.5,0.75,0.17,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
821,e8iaAO6ukGxUxhbzHS2LQg,Jack in the Box,6210 W William Cannon Dr,Austin,TX,78749,30.2313407794,-97.864420563,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,2.62,4.0,28.0,2.0,0.31,2.15,0.15,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
822,I2ykwSoFbO5vQCp-rdfsqw,Taco Bell,2600 West Braker Lane,Austin,TX,78758,30.3911706506,-97.719970867,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,1.2,5.0,7.0,0.0,0.5,0.7,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
823,6e3UQmbqFLGWWDCI5VczCA,Hopfields,"3110 Guadalupe St, Ste 400",Austin,TX,78705,30.2985538576,-97.7409893638,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,178,19.78,133.0,22.0,23.0,14.78,2.44,2.56,35,24,10,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1
824,OD2IZRD5qopWWHHR-blN8Q,Ramen Tatsu-Ya,"8557 Research Blvd, Ste 126",Austin,TX,78758,30.3612394689,-97.7152476479,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1149,143.62,922.0,111.0,116.0,115.25,13.88,14.5,129,120,88,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1
825,OUZIlIytYIiqPj2RFY2pRQ,Casa Garcia's,5401 S FM 1626,Kyle,TX,78640,30.0169045,-97.8633635,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,166,18.44,77.0,65.0,24.0,8.56,7.22,2.67,43,31,17,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1
826,6VhtbD5J97IEhF8XG-6l5A,The Bonneville,202 W Cesar Chavez St,Austin,TX,78701,30.263942,-97.746137,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111,15.86,66.0,27.0,18.0,9.43,3.86,2.57,38,18,8,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
827,4_Z2QGkLj5QICAaSv94gnQ,Sao Paulo's Restaurant,2809 San Jacinto Blvd,Austin,TX,78705,30.2916114,-97.734951,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,69,4.93,52.0,11.0,6.0,3.71,0.79,0.43,31,13,9,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
828,E1wiOOwUZpYVNkrevMV6jA,Hyderabad House,"11150 Research Blvd, Ste 210A",Austin,TX,78759,30.4067936,-97.7466302,3.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35,17.5,23.0,8.0,4.0,11.5,4.0,2.0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1
829,cq0_iRJOCzGEOoAizJ4SBQ,Blue Moon Bar & Grill,2200 S Ih 35,Austin,TX,78704,30.2351003017,-97.7417306382,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,14,1.75,8.0,6.0,0.0,1.0,0.75,0.0,8,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
830,4HF1-isiiwUrlC9NogaRBQ,The Mighty Cone,1720 Barton Springs Rd,Austin,TX,78704,30.2635106,-97.7628834,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,119,10.82,62.0,45.0,12.0,5.64,4.09,1.09,15,6,9,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
831,ERYzQRUn1HmLYlNF6XEh_w,Chimney BBQ & Grill,"8650 Spicewood Springs Rd, Ste 148",Austin,TX,78759,30.4328824056,-97.7699109962,3.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,31,6.2,10.0,17.0,4.0,2.0,3.4,0.8,3,0,3,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
832,eZFw9WAOdjx_VCZJTqKgtw,Mama Fu's Asian House,"10710 Research Blvd, Ste 328",Austin,TX,78759,30.39878,-97.748289,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,55,9.17,21.0,25.0,9.0,3.5,4.17,1.5,13,6,3,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
833,yRTwMbREScu8YhGaBfD1Bg,La Traviata,314 Congress Ave,Austin,TX,78701,30.265912,-97.744071,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,184,13.14,140.0,25.0,19.0,10.0,1.79,1.36,43,31,9,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
834,76osOZ3gPv9a2NaYlXXieQ,Russell's Bakery,3339 Hancock Dr,Austin,TX,78731,30.3327203,-97.7602393,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,80,5.71,59.0,17.0,4.0,4.21,1.21,0.29,5,9,4,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,3,1
835,fP8YU03hNC4MfzPp8JVMYg,Iron Works Barbecue,100 Red River St,Austin,TX,78701,30.2622132063,-97.7389470884,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,415,27.67,284.0,56.0,75.0,18.93,3.73,5.0,51,33,24,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1
836,qUCk1-VQqo6o7F1jhqAbDA,Tropicana Cuban Restaurant,"9616 N Lamar Blvd, Ste 141",Austin,TX,78723,30.3664948621,-97.6957523009,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,108,12.0,87.0,11.0,10.0,9.67,1.22,1.11,12,18,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1
837,-S2JPNrZw6Y4OZmx1x93Og,Don Mario Mexican Restaurant,"1700 Ranch Rd 620 N, Ste 110",Austin,TX,78734,30.3814053,-97.9451126,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,142,23.67,112.0,23.0,7.0,18.67,3.83,1.17,42,38,10,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1
838,F2l6FkgbnrZsl7-k35W9xA,Tacos and Tequila,"507 Pressler St, Ste 400",Austin,TX,78703,30.2727939975,-97.7606394829,3.5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,177,19.67,120.0,39.0,18.0,13.33,4.33,2.0,76,25,10,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1
839,C7QIMZ7sfcmsUAyNNj5bIg,Pho King,1021 E Parmer Ln,Austin,TX,78753,30.3984391,-97.6552136,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,90,9.0,38.0,37.0,15.0,3.8,3.7,1.5,15,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1
840,n85oc0lNQhEDomqhljmZqg,Mighty Fine Burgers Fries & Shakes,"10515 N Mo-Pac Expy, Ste 105",Austin,TX,78759,30.3898268088,-97.7331859925,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,141,10.85,108.0,22.0,11.0,8.31,1.69,0.85,17,17,5,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1
841,68WLbPvpjzHoaeyT-ftq0g,Syriano Shawarma,706 West 23rd St,Austin,TX,78705,30.287228,-97.744765,4.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,55,13.75,39.0,12.0,4.0,9.75,3.0,1.0,8,2,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
842,Ijr_hmGf-GSh4Mg_cslhdw,Dirty Glove Midwest BBQ,1716 Howard Ln,Austin,TX,78728,30.4284711487,-97.6792009547,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5.0,18.0,1.0,1.0,4.5,0.25,0.25,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
843,MGzro82Fi4LYvc86acoONQ,Franklin Barbecue,900 E 11th St,Austin,TX,78702,30.2701348,-97.7312949,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2278,207.09,2019.0,133.0,126.0,183.55,12.09,11.45,252,65,222,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
844,q4c-FNfWWfjFf7Co5ws6dQ,Waffle House,7809 E Ben White Blvd,Austin,TX,78744,30.218461,-97.6880745804,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,115,8.21,55.0,43.0,17.0,3.93,3.07,1.21,19,10,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
845,l19bUIcJWEMSzCXhDM4zdw,Taqueria La Escondida,1333 W Ben White Blvd,Austin,TX,78704,30.2271288,-97.7812548,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,2.89,22.0,2.0,2.0,2.44,0.22,0.22,4,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,3,1
846,L0h_ZfYWqJbm5XC1OqeHuQ,Hut's Hamburgers,807 W 6th St,Austin,TX,78703,30.2702549082,-97.7511854452,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,184,13.14,129.0,33.0,22.0,9.21,2.36,1.57,33,36,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
847,dw3ukrM4VTRfgJEkCB-cIA,Burger Tex 2,2912 Guadalupe St,Austin,TX,78705,30.295839,-97.742515,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,27,2.45,21.0,4.0,2.0,1.91,0.36,0.18,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
848,H3NT5eQaIm5vMpqJr4d1RA,Fujiyama Japanese Steakhouse,"4815 W Braker Ln, Ste 580",Austin,TX,78759,30.4000757768,-97.7485370636,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,96,6.86,56.0,29.0,11.0,4.0,2.07,0.79,22,15,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
849,mKanXihgFqkocqHUnlaokQ,Wok China Cafe,"10700 Anderson Mill Rd, Ste 105",Austin,TX,78750,30.4475677,-97.8106998,2.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,15,7.5,4.0,7.0,4.0,2.0,3.5,2.0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1
850,8FDt0a8jrJE8ClZuum8lUw,El Tacorrido,9320 N Lamar Blvd,Austin,TX,78753,30.3629053,-97.6975597,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,67,5.15,57.0,8.0,2.0,4.38,0.62,0.15,9,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
851,CjfU5P3OZFYCI_wzI4zxyA,Which Wich,4640 S Fm 1626,Kyle,TX,78640,30.021875,-97.873053,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,3.75,13.0,2.0,0.0,3.25,0.5,0.0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
852,Hm8gCUlwi5AfYQcnDqStTA,Lone Star BBQ,2323 S Lamar Blvd,Austin,TX,78704,30.247075,-97.776711,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,1.6,7.0,1.0,0.0,1.4,0.2,0.0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
853,vdhUgCg4ZArF7NzoJs4eTA,Planet Sub,3301 Steck Ave,Austin,TX,78757,30.3665459,-97.7408147,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,7.0,11.0,2.0,1.0,5.5,1.0,0.5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
854,BY3uF2p5KMtoHdVzQoiIvw,The Common Interest,8440 Burnet Rd,Austin,TX,78757,30.3663155,-97.7291946,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,2.93,33.0,5.0,3.0,2.36,0.36,0.21,5,7,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
855,IkKLIpDdM2ihhSyREVC09A,The Midway Food Park,1905 S Capital Of Texas Hwy,Austin,TX,78746,30.2695068985,-97.8171221539,4.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,2.6,10.0,0.0,3.0,2.0,0.0,0.6,4,3,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
856,PhSdU1yYD3CcIy8DtPNxfw,Vinaigrette,2201 College Ave,Austin,TX,78704,30.2415789297,-97.7519873902,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,359,89.75,258.0,61.0,40.0,64.5,15.25,10.0,67,67,19,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,1
857,rdmXSMzpVChlVTCOLNBvXw,Texas Land & Cattle,6007 North Ih 35,Austin,TX,78723,30.3208773673,-97.706086564,3.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,3.83,18.0,20.0,8.0,1.5,1.67,0.67,9,6,3,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1
858,SvuVNtq3SEzuAp6bdhLgqA,Pei Wei,13429 N Hwy 183,Austin,TX,78750,30.447332543,-97.7890062332,2.5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,86,7.17,11.0,68.0,7.0,0.92,5.67,0.58,11,6,16,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
859,8fRuh5u49y-M4Pd11fJsVw,Cantina Laredo,201 W 3rd St,Austin,TX,78701,30.2655168,-97.7455009,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,1.75,8.0,12.0,1.0,0.67,1.0,0.08,4,1,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1
860,iWRqWyIk_3l-pgz2ekmFBw,Subway,"9070 Research Blvd, Ste 104",Austin,TX,78758,30.3731299296,-97.7283344712,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1.33,0.0,4.0,0.0,0.0,1.33,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
861,F5UHUlaSOEmXVCMFeQNcZQ,Korean Komfort,3423 Guadalupe St,Austin,TX,78705,30.3009781,-97.7390604,4.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,59,9.83,41.0,10.0,8.0,6.83,1.67,1.33,18,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
862,94UbqQA00MSmjYruydK11Q,Central Market - Westgate,4477 S Lamar Blvd,Austin,TX,78745,30.2312452494,-97.7971665717,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,128,9.14,93.0,30.0,5.0,6.64,2.14,0.36,11,14,4,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1
863,dR0okeaa7oyFW-SEyxJOdg,Mi Ranchito Taqueria,1105 FM 1626,Manchaca,TX,78652,30.140284,-97.833353,4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,104,10.4,90.0,12.0,2.0,9.0,1.2,0.2,23,12,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1
864,tHv6_4DKOV8sZnlvTrCN9Q,Al Pastor,1911 E Riverside Dr,Austin,TX,78798,30.2420956,-97.7299725,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,218,16.77,165.0,34.0,19.0,12.69,2.62,1.46,20,18,7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1
865,PceDd3uYY5VNBeI_zB2RBA,Newk's Eatery,"9722 Great Hills Trl, Ste 130",Austin,TX,78759,30.395227,-97.751066,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,105,10.5,72.0,19.0,14.0,7.2,1.9,1.4,23,15,5,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
866,cZzN8lIgiHacCnjrtI7cHw,Hay Elotes,2214 E 7th,Austin,TX,78702,30.261543,-97.716572,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,13.86,76.0,14.0,7.0,10.86,2.0,1.0,13,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1
867,GQqGjTX4tf02tJjw2t9yPw,Zen Japanese Food Fast,3423 Guadalupe St,Austin,TX,78705,30.3009971,-97.7390451,3.5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,2.54,16.0,14.0,3.0,1.23,1.08,0.23,5,4,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
868,YAPFqI95ro4YACSbuBjSfg,Waterloo Ice House 360 & 2222,6203 N Capital Of Texas Hwy,Austin,TX,78731,30.3608743,-97.7893634,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,76,5.43,36.0,26.0,14.0,2.57,1.86,1.0,15,11,8,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1
869,OgIZCksakxjvFVcnFtMmpw,Stubb's Bar-B-Q,2207D Justin Ln,Austin,TX,78757,30.3445146,-97.7361811,3.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,6.33,11.0,3.0,5.0,3.67,1.0,1.67,8,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1
870,cxQEW0JaFDqOqkavm4zKXg,Brown's Bar-B-Que,1901 S Lamar Blvd,Austin,TX,78704,30.2494428,-97.7669099,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,181,22.62,166.0,3.0,12.0,20.75,0.38,1.5,22,9,4,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
871,lLM-tgAgtvggdGatB-KDeg,Mango King Loncheria,"10205 N Lamar Blvd, Ste 135",Austin,TX,78753,30.370928,-97.691398,4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5.0,19.0,1.0,0.0,4.75,0.25,0.0,6,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
872,2wmiZMLerY9J-uJJzNsjQQ,Burger Bar On Congress,110 E 2nd St,Austin,TX,78701,30.2646871321,-97.743723713,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,124,24.8,74.0,23.0,27.0,14.8,4.6,5.4,22,8,5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
873,BdsDcyOCcniu1WlOr32daA,Mi Madre's,2201 Manor Rd,Austin,TX,78722,30.2840808,-97.7188635,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,283,20.21,173.0,68.0,42.0,12.36,4.86,3.0,81,40,25,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1
874,odf4UIHxEsyEfSsa9vKXDQ,Ruby's Barbeque & Catering,512 W 29th St,Austin,TX,78705,30.2954225,-97.7423311,3.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,51,3.64,35.0,12.0,4.0,2.5,0.86,0.29,4,3,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
875,k0vTHxC-j5Q_6XBWD7EzNg,Jersey Mike's Subs,12901 North I-35,Austin,TX,78753,30.4137273132,-97.6720892008,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3.0,9.0,5.0,1.0,1.8,1.0,0.2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1
876,K6Xm4kI1I2HPssM9FgXNsA,Via 313 Pizza - West 6th,600 W 6th St,Austin,TX,78701,30.2700603824,-97.748486767,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,246,27.33,215.0,22.0,9.0,23.89,2.44,1.0,12,19,9,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1
877,ZSW-TtBaifk3lyz3LIUWIA,Stouthaus Coffee Pub,"4715 S Lamar Blvd, Ste 102",Sunset Valley,TX,78745,30.2326490341,-97.8113222736,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,134,19.14,113.0,12.0,9.0,16.14,1.71,1.29,4,27,5,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1
878,HzotLQtwuolkhU8pOGdqjA,Logan's Roadhouse,419 Old San Antonio Rd,Buda,TX,78610,30.083603,-97.823166,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,105,11.67,23.0,72.0,10.0,2.56,8.0,1.11,23,9,13,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1
879,5fN0X3Pbss6YiDZS4_ZJCg,BB Rover's Cafe & Pub,"12636 Research Blvd, Ste B101",Austin,TX,78759,30.430867,-97.764845,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,2.21,25.0,5.0,1.0,1.79,0.36,0.07,10,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1
880,0upa5-LK2t3vGA5fpxI3Cg,Los Catrachos,1015 E Braker Ln,Austin,TX,78753,30.374573,-97.6718944,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2.0,6.0,4.0,0.0,1.2,0.8,0.0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
881,1Aj548eb5DPb9fIF2HW32Q,Abel's On the Lake,3825 Lake Austin Blvd,Austin,TX,78703,30.2954696,-97.7839512,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,254,23.09,66.0,160.0,28.0,6.0,14.55,2.55,62,31,42,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1
882,zWT7vQFynyhGFAFshCXklA,Subway,7711 Burnet Rd,Austin,TX,78757,30.3540199314,-97.7317077675,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,1.36,9.0,6.0,0.0,0.82,0.55,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1
883,XRq1pxoeTIUhTPVUNgDErQ,Ken's Donuts,2820 Guadalupe St,Austin,TX,78705,30.294885,-97.7429858,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,112,7.47,34.0,68.0,10.0,2.27,4.53,0.67,6,3,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
884,fnSCOXXY4GAvy6T8l-Rg1Q,Sip Saam Thai,"6301 W Parmer Ln, Ste 505",Austin,TX,78729,30.4451956518,-97.7446051507,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,679,169.75,560.0,62.0,57.0,140.0,15.5,14.25,208,127,27,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
885,ZdO101FS3abwIkz-d5H6xQ,Pho Fortune,"2501 W Parmer Ln, Ste 550",Austin,TX,78727,30.4180019427,-97.701995394,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,18,9.0,10.0,5.0,3.0,5.0,2.5,1.5,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
886,Li0kK6xnqtLcpI8NA5COHQ,Wendy's,619 N Ih 35,Austin,TX,78702,30.2661920026,-97.7336116969,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,18,1.5,2.0,16.0,0.0,0.17,1.33,0.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
887,bhbkiomi48ZYika1h0GU7g,Sundance BBQ,8116 Thomas Springs Rd and Cir Dr,Austin,TX,78747,30.247112,-97.927237,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.5,3.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1
